"55","Según la parte agraviado, dijo que el detenido tenía ya un mes mandándole mensajes de amenazas de muerte a su celular.   Llego diciendole eres una hija de tu puta madre, no te gustaron las    cogidas que te di     Segun la parte agraviado, dijo que el detenido tenia ya un mes    mandandole mensajes de amenazas de muerte a su celular.     Tepic, Nayarit.-El pasado martes a las 05:45horas, por avenida Proyecto    y 20 de Noviembre de la colonia Mololoa, personal de la Policia    Municipal detuvie..."
"57","Como cada año por estas fechas la ciudad de Los Ángeles, en California, se prepara para acoger la ceremonia de los premios Oscar...."
"58","MADRID. Cinco miembros del grupo Femen lanzaron ayer pequeños calzones manchados de rojo al Cardenal Antonio María Rouco Varela, Arzobispo de Madrid, en protesta por un proyecto de ley que busca restringir el aborto en España, afp"
"59","El Palacio de Bellas Artes de la capital mexicana celebra su ochenta años de vida como centro de la cultura en México con un amplio programa de actividades que se desarrollarán durante todo el 2014...."
"60","Irasema Andrés Dagnini   El mercado financiero vuelve a centrar su atención en las cifras económicas locales sin desatender a las estadounidenses. En esta semana la operación financiera buscará nuevas claves en las expectativas del Banxico y la tasa de desempleo de Estados Unidos. La semana pasada, los principales indicadores del mercado financiero mexicano reportaron un desempeño positivo (IPC +0.07%, peso +1.20%, Bono M10 -8 puntos base), como reflejo de que el país mantiene un crecimiento po..."
"63","Chihuahua? Elementos del Cuerpo de Bomberos acudieron de urgencia a un domicilio que se ubica en el cruce de las calles Ingeniería y Centauro del Norte, luego de que particulares que realizaban excavaciones en la zona golpearon por accidente una tubería de gas, generando una fuga que puso en peligro las residencias cercanas. El incidente [...]Leer artículo completo en: Golpean particulares línea de gas y provocan fuga"
"65","La actividad en el sector perdió ritmo en febrero tras tocar un máximo de 20 meses en enero; el índice Empire State de la Fed de Nueva York bajó a 4.48 puntos.    show enclosure(image/jpeg; 0.08 MB)"
"67","Los hechos ocurrieron el sábado 1 de marzo en el dormitorio C; por este hecho están citados 40 trabajadores, entre ellos el director del reculsorio y el jefe de seguridad"
"69","Cendy Robles Interesante polémica ha desatado la declaración de Emilio Chuayffet, secretario de EDUCACIÓN PÚBLICA, tras haber anunciado que durante 2014 no se llevará a cabo la famosa Evaluación Nacional de Logro Académico en los Centros Escolares de nuestro país, mejor conocida como prueba ENLACE. ¿La razón? Bastante obvia, era bien conocido por todos que []"
"73","Jalisco.- La regidora Verónica Gabriela Flores Pérez propuso que el Ayuntamiento de Guadalajara entregue un reconocimiento al velador José Gutiérrez Martínez por su valentía para evitar que la tragedia del mercado Corona fuera mayor.    Miercoles, 28 de Mayo de 2014 11:11 BOLETIN DE PRENSA Nacional -    Jalisco     Jalisco.- La regidora Veronica Gabriela Flores Perez propuso que el    Ayuntamiento de Guadalajara entregue un reconocimiento al velador Jose    Gutierrez Martinez por su valentia p..."
"76","Oaxaca.-  Oaxaca tendrá su propio modelo para promover el uso sostenible y generalizado de la bicicleta ?mejor que el esquema aplicado en el Distrito Federal, como parte de una cultura ambiental..."
"77","Esta mañana el termómetro de la capital marco como temperatura ambiente los 6 grados centígrados, en donde esperan máximas de hasta 18 grados centígrados, por la tarde."
"78","El sol azteca describe cómo será el proceso legal que la enmienda habrá de enfrentar en tribunales y de la consulta popular"
"79","Chinese auto maker BYD is expected to pay a fine to settle California labor law violations, some involving Chinese workers who helped set up an electric-bus factory."
"80","Como resultado de las diferencias entre el oeste y el este, pese a que la república se reunificó hace más de 20 años."
"81","Protección Civil del Estado pone a disposición sus números de su base central y las regionales para cualquier emergencia                        nncMX :: Extreme sus precauciones                    @import `/iphone/thickbox.css`;                                                                                                                                                                                     Recomienda UETPJ, por puente largo         Extreme sus precauciones                       ..."
"85","Algunos trabajadores de talleres mecánicos, así como de hojalatería y pintura, invaden calles y banquetas para realizar sus labores. Este problema se detectó en las avenidas De la Piedra, en Atizapán y San Agustín, de Naucalpan, donde peatones y automovilistas se ven obligados a sortear estos obstáculos.    NAUCALPAN"
"86","La PGJDF detuvo a un policía de Investigación, con 15 años en la corporación, que participó en el asalto a una joyería ubicada en Avenida Acoxpa."
"87","En un nuevo reporte de la SS se informó que aumentó la cifra de personas fallecidas por influenza en México, el sector salud  recomendó acudir de inmediato el médico en caso de presentar síntomas."
"91","El Gobierno del Distrito Federal ofrece un servicio poco utilizado por los ciudadanos. Se trata de las sesiones de equinoterapia, las cuales sirven para dar terapia a niños con síndrome de Down. Cabe destacar el costo de un solo día de terapia, el cual ronda los mil pesos. El GDF las ofrece de manera gratuita,  lo que se debe celebrar. Hasta ahora 300 niños recibirán la terapia, pero si la sociedad no las aprovecha, será un gasto desperdiciado. Lo recomiendo ampliamente, pues a mí me hace ahorrarme cerca de ocho mil pesos mensuales."
"93","En opinión de José Luis Morales, colaborador de Reporte Primera Emisión Sábado, comentó que más de 130 mil aspirantes están realizando su examen de admisión a la UNAM y 50 mil para el IPN, pero de ellos menos del 9% obtendrán un lugar y el resto verán frustrada su ilusión de entrar a estas universidades públicas.  Dijo que ante esta situación los padres tendrán que esperar un año más para hacer de nuevo el examen, o inscribir a sus hijos a universidades públicas.   Explicó que muchos de los que hacen el examen no se quedan porque tienen una educación deficiente desde la secundaria o la preparatoria, porque muchos de ellos no saben leer, suman o restar, no saben resolver problemas. Dijo que el problema no es de los jóvenes o de los niños. Señaló que hoy el Gobierno de México no deben seguir apostando por la guerra contra el narcotráfico y sí lo deben hacer por la educación porque ese es la verdadera base del crecimiento de México."
"95","La decisión de la India de volver a penalizar las relaciones entre personas del mismo sexo convierte a Nepal en el único país del sur de Asia donde los homosexuales gozan de los mismos derechos que el resto de ciudadanos...."
"96","*Ofensiva militar en Ucrania deja diez muertos. *Alerta sanitaria por propagación de polio. *60% de los venezolanos contra el Gobierno de Maduro. *Putin prohíbe las malas palabras en Rusia."
"97","Monterrey.- La Final soñada por el Grupo Pachuca y Carlos Slim se vislumbra para el Clausura 2014, pues sus equipos, Pachuca y León llevan una ventaja que buscarán incrementar o mantener para llegar a la ...leer masshow enclosure(image/jpeg)   Viernes 9 de Mayo 2014 a las 22:31 hrs. Por Redaccion ABC         Ambas series son de pronostico reservado. Foto: Especial     Monterrey.- La Final sonada por el Grupo Pachuca y Carlos Slim se    vislumbra para el Clausura 2014, pues sus equipos, Pachuca ..."
"98","En colaboración de Pedro Tello, especialista, habló el juicio de amparo que interpuso Grupo Carso y Grupo Financiero Inbursa, empresas de Carlos Slim en contra del Ifetel ante la declaratoria de preponderancia que les otorgó la dependencia el pasado 6 de marzo.   Las telecomunicaciones son hoy en día, a escala mundial, una de las herramientas más importantes para impulsar el desarrollo de un país, mejorar la calidad de vida y elevar la productividad, lo que marca el grado de interés de la Reforma de Telecomunicaciones.   La resolución del Ifetel se debió a la compra de acciones de América Móvil el 20 de febrero pasado por más de 212 millones de dólares en el caso de Inbursa y Grupo Carso por al rededor de 34 millones de dólares. `Se convierten en accionistas relevantes... de la empresa que tiene preponderancia`, lo que la dependencia lo llevó a involucrarlas en dicho dictamen.   A: América Móvil, Telmex, Telcel, BMV"
"99","Ixtlán, Michoacán.- Ante la necesidad de tener una mayor recaudación de recursos propios y aspirar a mayores participaciones de parte del Estado y la Federación, el gobierno municipal lleva a cabo un programa de revaloración catastral para que los propietarios de predios paguen lo que realmente corresponde. A decir del propio tesorero municipal, Jesús Rodríguez Orozco, desde hace 30 años no se había llevado a cabo ninguna actualización de los valores catastrales, lo que ha propiciado una disminución en las percepciones presupuestales. Indicó que conforme a la nueva Ley de Coordinación Fiscal..."
"102","TZUCACAB.- Tras varios años de solicitudes, el Ayuntamiento construyó una nueva carretera que une a la cabecera con la comisaría de Dzi y será una segunda opción para los guiadores. Personas que viajan con frecuencia a esa comunidad indican que con esta segunda carretera se reduciría el índice de accidentes. Durante los festejos tradicionales en honor a Santa Ana y San Joaquín solían registrarse embotellamientos por el alto número de personas que acuden a la comisaría. El problema se reduciría ..."
"105","Ciudad de México.- Las autoridades capitalinas no permitirán que se lleven a cabo acciones extralegales en desalojos, aseguró Miguel Ángel Mancera, Jefe de Gobierno. Tras el intento de desalojo ocurrido el martes en un edificio de las calles de Bucareli, que derivo en la detención de 73 personas, Mancera comentó que pidió a la Procuraduría de Justicia capitalina agotar la averiguación previa sobre la presencia de grupos aparentemente contratados para llevar a cabo acciones extralegales. `No va..."
"106","Tres guerrilleros de las FARC murieron este jueves en combates con las fuerzas militares en el departamento de Meta, centro de Colombia, informó el Ministerio de Defensa en un comunicado...."
"108","Ecuador, 10 de marzo de 2014.- A las 10 de la mañana hora local, el presidente de Ecuador, Rafael Correa, dio la bienvenida oficial a Enrique Peña Nieto en el Palacio de Carondelet.                                                           leer más"
"109","Luego de que el León consiguiera el bicampeonato varios memes surgieron en las redes sociales show enclosure()   #El Diario de Yucatan RSS Feed El Diario de Yucatan >> Los memes    de la final Leon vs Pachuca RSS de los comentarios     Luego de que el Leon consiguiera el bicampeonato varios memes surgieron    en las redes sociales     o Miley Cyrus deja que le agarren la `cucaracha`"
"110","MÉXICO, DF., 3 de marzo de 2014.- Para sustituir o regenerar los cartílagos de los meniscos de las rodillas, sistemas de amortiguación que se dañan por sobrepeso, ejercicio excesivo y enfermedades como la artritis, un grupo de investigadores del Centro de Física Aplicada y Tecnología Avanzada (Cfata) de la UNAM, desarrolla biofibras de polímeros para crear implantes. Según una nota publicada en MILENIO, los tejidos, que se producen en laboratorio a escala nanométrica, están formados por una mez..."
"112","Las regiones del norte de Chile recuperaban este viernes los suministros básicos tras el terremoto del martes y las fuertes réplicas que obligaron a evacuar la costa, mientras la presidenta Michelle Bachelet reordenaba las prioridades de su programa para los próximos meses....   Las regiones del norte de Chile recuperaban este viernes los    suministros basicos tras el terremoto del martes y las fuertes replicas    que obligaron a evacuar la costa, mientras la presidenta Michelle    Bachelet re..."
"115","Los reconocimientos son importantes porque `son una forma de compartir la pasión y el amor`, dijo"
"117","http://www.radioformula.com.mx/notas.asp?Idn=385810  El presidente de México, Enrique Peña Nieto, dirigirá un mensaje a los medios en el segundo día de actividades del Foro Económico Mundial 2014.  Mensaje programado a las 09:30 horas, tiempo de la Ciudad de México, en Davos, Suiza."
"120","La brasileña luce su cuerpo sobre un muñeco inflable en una piscina, cubriendo estratégicamente sus senos   Distrito Federal-- La top model Gisele Buendchen poso desnuda para la    revista Lui, la misma publicacion que llevo topless a la cantante    Rihanna.    De acuerdo al portal E!Online, en esta ocasion, la modelo brasilena    luce su cuerpo sobre un muneco inflable en una piscina, cubriendo    estrategicamente sus senos.    A comienzos de esta semana se dio a conocer que Buendchen aparecia..."
"121","DUBAI (Reuters) - The United Arab Emirates (UAE) will introduce compulsory military service for young Emirati men, it said on Sunday, a move highlighting the Gulf state`s concern over turmoil in its neighborhood."
"124","El presidente de Guatemala llevó a la vía criminal un caso de libertad de expresión, que en su país no se dirime por ese cauce"
"125","México, DF.- El consejero electoral Marco Antonio Baños Martínez rendirá protesta este miércoles como presidente del Consejo General del IFE en sustitución de su homólogo Lorenzo Córdova para el periodo comprendido del 5 de febrero al 4 de marzo. Aun cuanto se trata de la cuarta ocasión que el Consejo General cambiará de titular, la [...]"
"126","Ritual exprés para perfeccionistas Un corte de pelo y un rasurado fino no son suficientes para verse bien. Los tratamientos de limpieza y antiedad, hoy en día, son cruciales.  LA CLAVE PARA LOGRAR UNA BUENA imagen reside en elegir los productos que mejor se adapten a tus necesidades y, desde luego, a tu tiempo. Para hacer más sencilla la rutina que debes realizar diariamente, te sugerimos estos cosméticos de nuestras marcas"
"128","Japan`s two largest car makers continued to deliver double-digit growth in China sales in April, though at a slower pace."
"131","Estos coloridos tejidos que calman y revelan `nudos emocionales` significan círculo en sánscrito. Se trata de un centro energético de equilibrio y purificación que ayuda a transformar el entorno y la mente. La diseñadora gráfica Andrea Aránguiz (33), tras una crisis, realizó una búsqueda espiritual que la llevó a descubrir estas figuras que confecciona con lanas y han cambiado su vida. Los sábados 19 y 26 de este mes dictará cursos para los interesados en hurgar en su creatividad.   Jueves, 17 ..."
"132","Aunque iOS 7.1 aun se encuentra en su fase beta, el sitio Daring Fireball (especializado en..."
"133","A: Miguel Osorio secretario de Gobernación, Fausto Vallejo gobernador de Michoacán, Secretaría de Salud."
"136","Una manta colocada en Aguascalientes desligó a Daniel Fernández,  El Pelacas  o  El Siete , del plagio de Diego Fernández de Cevallos."
"137","CONAMEGE  EL COMITÉ NORMATIVO NACIONAL DE MEDICINA GENERAL, A.C. Expresa sus más sentidas condolencias y se une a la pena que embarga a la familia del DOCTOR JUAN URRUSTI SANZ, Coordinador del Subcomité de Educación Médica Continua, quien lamentablemente falleció el día 6 de marzo."
"138","El jefe de la institución, Rafael Spottorno, asegura que es `un martirio` después de tres años de investigaciones"
"139","The rate of unemployment across the 34 nations that are members of the Organization for Economic Cooperation and Development steadied in January, having fallen in each of the three previous months, although the number of people without jobs continued to decline."
"143","Los cuatro equipos definirán a los finalistas del evento. La última vez que el título dejó el viejo continente fue en el 2007, cuando lo ganó Estados Unidos.                    leer más   Decisivo. El suizo Roger Federer dio el punto a su pais con el que se    impuso a Kazakstan. Foto: AP     Suiza, que logro derrotar a Kazakstan con apuros (3-2), en Ginebra,    gracias al punto decisivo logrado por..."
"144","En Diciembre de 2013, las remesas de los mexicanos en el extranjero ascendieron a mil 798.47 millones de dólares, con un aumento de 5.51 por ciento respecto a igual mes de 2012, con lo cual ligan su quinto mes con incrementos a tasa anual.     Cabe señalar que el crecimiento anual de las remesas en el último mes del año pasado, de 5.51 por ciento, estuvo en línea con el consenso de analistas para dicho periodo.     De acuerdo con las series estadísticas de remesas familiares actualizadas hoy..."
"145","NEW YORK     (AP) -- PBS science correspondent Miles O`Brien says he`ll be OK, despite having most of his left arm amputated only three weeks ago...."
"147","El Servicio de Administración Tributaria (SAT) incluyó información de contribuyentes con créditos cancelados en la nueva actualización de la lista de causantes incumplidos publicada este sábado 1 de febrero.   El organismo fiscalizador informó que también publicó en su portal en Internet www.sat.gob.mx la relación de 98 contribuyentes que presuntamente facturan operaciones inexistentes.   Señaló que se actualizó la lista de contribuyentes, exceptuados de la reserva fiscal en términos del artícu..."
"151","Finalizó el `2° Festival Prehispánico Monte Sagrado, Chapantongo 2014`, cuya finalidad fue promover y consolidar un espacio de encuentro para impulsar acciones integrales, sustentables, incluyentes y corresponsables, entre la ciudadanía y el gobierno, para la preservación y difusión del patrimonio histórico y cultural."
"153","*Pasajes históricos como la guerra cristera, el atentado contra Porfirio Díaz y el inicio de la lucha de independencia han sido llevados a la pantalla grande."
"154","L`Elysée a accordé des droits de diffusion exclusifs à TF1 et à France Télévisions, qui réclameraient des sommes exorbitantes aux agences de presse internationales.show enclosure(image/jpeg; 0.44 MB)   http://www.lemonde.fr/actualite-medias/article/2014/05/30/polemique-    autour-de-la-diffusion-des-ceremonies-d-anniversaire-du-debarquement_44    29514_3236.html    #alternate Le Monde.fr : Medias     En poursuivant votre navigation sur ce site, vous acceptez    l utilisation de cookies pour vou..."
"155","El altruismo ha llegado a la NBA. El Juego de las Estrellas de este deporte no sólo se trata de enarbolar el espectáculo: también se recaudará dinero para hacer obras de caridad."
"157","KIEV El fugitivo presidente de Ucrania, Viktor Yanukovich, derrocado después de protestas en las que los manifestantes fueron atacados por francotiradores de la policía, es buscado por asesinato en masa, dijeron las nuevas autoridades. Se cree que Yanukovich sigue oculto en la zona de Donetsk, cerca de la frontera con Rusia, después de que el fin de semana se le impidió abordar un avión con rumbo a ese país. En tanto, el presidente provisional, Oleksander Turchinov, insistió en que el nuevo gobierno quiere relaciones con Rusia en una nueva base de igualdad y de buenos vecinos, que reconozca y tenga en cuenta la elección europea de Ucrania. La jefa de política exterior de la Unión Europea, Catherine Ashton, via  jará en breve a Ucrania, donde se espera que debata medidas para apoyar su maltrecha economía, a la que según el Ministerio de Finanzas le faltan 35 mil millones de dólares en ayuda para los próximos dos años. (Agencias) E"
"159","Autoridades ambientales del estado reportaron el hallazgo de la cría de ballena que solo sobrevivió unas horas en la Laguna Ojo de Liebre"
"167","El The Strongest boliviano y el Universitario peruano buscan sumar sus primeros puntos en el Grupo 1 de la Copa Libertadores cuando se enfrenten mañana en los 3.600 metros de altitud de La Paz...."
"169","La primera dama mexicana asistió a la ceremonia de canonización de Juan Pablo II y Juan XXIIIshow enclosure(1)     * Angelica Rivera acudio a la ceremonia de canonizacion en el        Vaticano de Juan Pablo II y Juan XXIII en compania de sus hijas        Fernanda y Sofia. Angelica Rivera acudio a la ceremonia de        canonizacion en el Vaticano de Juan Pablo II y Juan XXIII en        compania de sus hijas Fernanda y Sofia.      * La primera dama y sus hijas saludaron al Papa Francisco, el pri..."
"171","Chalita Zarur dijo que no se actuarÃ¡ de inmediato, porque primero se requiere que la autoridad ponga orden.Autoridad municipal debe poner orden en ambulantaje    Chalita Zarur dijo que no se actuara de inmediato, porque primero se    requiere que la autoridad ponga orden.     Emilia Monreal | Plano Informativo | 23/03/2014 | 15:58    [Ambulantaje.jpg]     San Luis Potosi, SLP.- El Consejo de Desarrollo Economico Municipal no    puede actuar de inmediato para regular el ambulantaje en la capita..."
"172","REDACCIÓN  Las autoridades reguladoras antimonopolios de la Unión Europea (UE) aprobaron ayer sin condiciones la fusión entre las empresas Omnicom y Publicis, por lo que se allana el camino para !a creación del grupo publicitario más grande a nivel mundial, con un valor estimado en 35 mil millones de dólares. Este gigante francoamericano competirá de mejor forma con empresas como Google y Facebook en las ventas de la publicidad; detrás de WPP, Publicis ocupa el tercer lugar en el tema Agencias informativas como Reuters pronosticaron que la autoridad antimonopolio aprobaría el acuerdo. La entidad fusionada se ve suficientemente contenida por varios competidores, entre ellos grandes grupos internacionales de la publicidad, resaltó la Comisión Europea (CE) en un comunicado."
"175","Melissa Rico es una bellísima modelo que nació el 27 de junio de 1986 en California. Esta impactante morocha nunca imaginó que terminaría haciendo una carrera en el mundo de la moda.   Melissa Rico es una bellisima modelo que nacio el 27 de junio de 1986    en California. Esta impactante morocha nunca imagino que terminaria    haciendo una carrera en el mundo de la moda.     Cuando era pequena sufrio un gravisimo accidente automovilistico que la    marco para siempre. En su cuello se hizo un ta..."
"176","En su sección El Habla Culta, la reconocida lingüista nos enseña a emplear de modo correcto términos de uso comúnEn su seccion [133]El Habla Culta, la reconocida lingueista nos ensena a emplear de modo correcto terminos de uso comun     Martha Hildebrandt: el significado de `apenitas`      * [137]Compartir     Este diminutivo formal, con matiz afectivo, del adverbio compuesto    apenas (preposicion a mas sustantivo plural penas) se documenta en    varios paises de la America hispana, el Peru in..."
"179","Integrantes de los grupos de autodefensa afirmaron que acamparán en la entrada a la comunidad de Zirahuén, zona sumamente estratégica, ya que comunica con Santa Clara del Cobre y Pátzcuaro. La entrada Acamparán autodefensas en Zirahuén aparece primero en Quadratín Michoacán Quadratín. Todos los Derechos Reservados. 2013La entrada Acamparán autodefensas en Zirahuén aparece primero en Quadratín."
"180","Morelia, Michoacán.- Lograr la fiscalización plena de todos los entes públicos, incluyendo los poderes Legislativo y Judicial, es a ojos de los diputados locales uno de los mayores retos que deben concretarse al dotar de total autonomía a la Auditoría Superior de Michoacán, tal como lo plantea el Ejecutivo en la iniciativa de reforma constitucional que entregó el lunes por la noche al Congreso local. La propuesta del mandatario fue bien recibida por los legisladores, algunos de los cuales no ha..."
